product_name,rating,review,manufacturer,chipset,distributor,sentiment,tokens,predicted,confidence
MSI 지포스 RTX 3060 벤투스 2X OC D6 12GB,5.0,가격도 저렴하고 배송도 빠름니다 가격도 저렴하고 배송도 빠름니다,MSI,RTX 3060,Official,positive,가격 도 저렴하고 배송 도 빠름니다 가격 도 저렴하고 배송 도 빠름니다,positive,0.9999996423721313
MSI 지포스 RTX 3060 벤투스 2X OC D6 12GB,5.0,팰월드 때문에 구입했습니다 성능은 다 안 나오지만 아들이 조아라하네요 메인보드바꾸면 더빨 너무좋네요 메인보드 업그렝드 하면 더 좋을듯요,MSI,RTX 3060,Official,positive,팰 월드 때문 에 구입 했습니다 성능 은 다 안 나오지만 아들 이 조 아라하 네 요 메인보드 바꾸면 더빨 너무 좋네요 메인보드 업그렝드 하면 더 좋을 듯 요,positive,0.999985933303833
MSI 지포스 RTX 3060 벤투스 2X OC D6 12GB,4.0,좋아요 좋아요 좋아요 좋아요 ㅎㅎ,MSI,RTX 3060,Official,neutral,좋아요 좋아요 좋아요 좋아요 ㅎㅎ,positive,0.9999994039535522
MSI 지포스 RTX 3060 벤투스 2X OC D6 12GB,5.0,배송도 빠르고 포장도 잘되어왔습 배송도 빠르고 포장도 잘되어왔습니다 판매처와 하이마트 콜라보로 그래픽카드 3060 12gb 가끔씩 하이마트에서 주문하는데 카드할인이 많아서 좋습니다 그래서 주문하는 가장 큰 이유인듯 상품도 재포장이거나 중고가 아닌 새거라 안심도 되고요 작동 잘되고 온도및 그래픽카드 쿨러 2개도 온더 60도 올라가면 잘 돌고 그전에는 안돌고 정숙 멈춰져 있거 돌아갈시 풀로드시도 풍절음도 적당 정상 잘 작동합니다,MSI,RTX 3060,Official,positive,배송 도 빠르고 포장 도 잘 되어 왔 습 배송 도 빠르고 포장 도 잘 되어 왔습니다 판매 처 와 하이마트 콜라보 로 그래픽카드 3060 12 gb 가끔 씩 하이마트 에서 주문 하는데 카드 할인 이 많아서 좋습니다 그래서 주문 하는 가장 큰 이유 인 듯 상품 도 재포 장이 거나 중고 가 아닌 새거라 안심 도 되고요 작동 잘 되고 온도 및 그래픽카드 쿨러 2 개도 온 더 60 도 올라가면 잘 돌고 그 전 에는 안 돌고 정숙 멈춰져 있거 돌아갈시 풀 로드 시도 풍 절음 도 적당 정상 잘 작동 합니다,positive,0.9999991655349731
MSI 지포스 RTX 3060 벤투스 2X OC D6 12GB,5.0,빠른 배송 감사합니다. 빠른 배송 감사합니다.,MSI,RTX 3060,Official,positive,빠른 배송 감사합니다 . 빠른 배송 감사합니다 .,positive,0.9999998807907104
MSI 지포스 RTX 3060 벤투스 2X OC D6 12GB,5.0,빠른배송 감사합니다. 빠른배송 감사합니다.,MSI,RTX 3060,Official,positive,빠른 배송 감사합니다 . 빠른 배송 감사합니다 .,positive,0.9999998807907104
MSI 지포스 RTX 3060 벤투스 2X OC D6 12GB,5.0,좋은 가격에 가져갑니다~ 좋은 가격에 가져갑니다~,MSI,RTX 3060,Official,positive,좋은 가격 에 가져갑니다 ~ 좋은 가격 에 가져갑니다 ~,positive,0.9999901056289673
MSI 지포스 RTX 3060 벤투스 2X OC D6 12GB,5.0,카드할인행사가 있어서 조립용으 카드할인행사가 있어서 조립용으로 하이마트로 자주 구입하게 되네요초도 불량없이 잘 장착이 되었고 작동 잘 됩니다요즘 msi가 메인보드 그래픽카드가 참 견고하게 잘 만들어지는듯 생각이 듭니다3060 12기가라 메모리 용량이 넉넉해서 좋았고 그래서 고르게 되었네요쿨러류가 다른 메이커사 보다 좀더 튼튼하게 그리고 날개의 갯수가 더 많아서소음이나 발열 관리에 탁월한듯 합니다벤투스 그래픽카드중 좋은 모델인듯 여겨집니다,MSI,RTX 3060,Official,positive,카드 할인 행사 가 있어서 조립 용으 카드 할인 행사 가 있어서 조립 용 으로 하이마트 로 자주 구입 하게 되네요 초도 불량 없이 잘 장착 이 되었고 작동 잘 됩니다 요즘 msi 가 메인보드 그래픽카드 가 참 견고하게 잘 만들어지는듯 생각 이 듭니 다 3060 12 기 가라 메모리 용량 이 넉넉해서 좋았고 그래서 고르게 되었네요 쿨러 류 가 다른 메이커 사 보다 좀더 튼튼하게 그리고 날개 의 갯수 가 더 많아서 소음 이나 발열 관리 에 탁월한듯 합니다 벤 투스 그래픽카드 중 좋은 모델 인 듯 여겨집니다,neutral,0.9544426798820496
MSI 지포스 RTX 3060 벤투스 2X OC D6 12GB,5.0,MSI 지포스 RTX 3060 벤투스 2X OC D6 12G MSI 지포스 RTX 3060 벤투스 2X OC D6 12GB LHR 좋은 제품 잘받았습니다. 잘쓰겠습니다.,MSI,RTX 3060,Official,positive,MSI 지포스 RTX 3060 벤투스 2 X OC D 6 12 G MSI 지포스 RTX 3060 벤투스 2 X OC D 6 12 GB LHR 좋은 제품 잘 받았습니다 . 잘쓰겠습니다 .,negative,0.582788348197937
MSI 지포스 RTX 3060 벤투스 2X OC D6 12GB,5.0,배송이 매우 빠릅니다 MSI 지포스 RTX 3060 벤투스 2X OC D6 12GB (정품)배송이 매우 빠릅니다,MSI,RTX 3060,Official,positive,배송 이 매우 빠릅니다 MSI 지포스 RTX 3060 벤투스 2 X OC D 6 12 GB ( 정품 ) 배송 이 매우 빠릅니다,positive,0.9999231100082397
MSI 지포스 RTX 3060 벤투스 2X OC D6 12GB,4.0,좋아요 잘 작동하고 았어요 좋아요 잘 작동하고 았어요,MSI,RTX 3060,Official,neutral,좋아요 잘 작동 하고 았 어 요 좋아요 잘 작동 하고 았 어 요,positive,0.9999988079071045
MSI 지포스 RTX 3060 벤투스 2X OC D6 12GB,5.0,배송 빠르고 포장 잘 되어서 왔네 배송 빠르고 포장 잘 되어서 왔네요 정상 작동 잘 됩니다,MSI,RTX 3060,Official,positive,배송 빠르고 포장 잘 되어서 왔네 배송 빠르고 포장 잘 되어서 왔네요 정상 작동 잘 됩니다,positive,0.9999996423721313
MSI 지포스 RTX 3060 벤투스 2X OC D6 12GB,5.0,빠른 발송 감사합니다. 빠른 발송 감사합니다.,MSI,RTX 3060,Official,positive,빠른 발송 감사합니다 . 빠른 발송 감사합니다 .,positive,0.9999997615814209
MSI 지포스 RTX 3060 벤투스 2X OC D6 12GB,5.0,좋아요좋아요좋아요좋아요 좋아요좋아요좋아요좋아요,MSI,RTX 3060,Official,positive,좋아요 좋아요 좋아요 좋아요 좋아요 좋아요 좋아요 좋아요,positive,0.9999998807907104
갤럭시 GALAX 지포스 RTX 3060 V2 D6 12GB,4.0,객럭시3060 다른곳에 비해 이집이 저렴해서 구입 어차피 물건은 다똑같은 제품인데 가격이 천차만별이네요,갤럭시,RTX 3060,Official,neutral,객럭시 3060 다른 곳 에 비해 이집 이 저렴해서 구입 어차피 물건 은 다 똑같은 제품 인데 가격 이 천차만별 이네 요,positive,0.9999959468841553
갤럭시 GALAX 지포스 RTX 3060 V2 D6 12GB,5.0,아주좋습니다. 아주좋습니다.,갤럭시,RTX 3060,Official,positive,아주 좋습니다 . 아주 좋습니다 .,positive,0.9999996423721313
갤럭시 GALAX 지포스 RTX 3060 V2 D6 12GB,4.0,"빠른배송, 좋은 제품, 감사합니다. 빠른배송, 좋은 제품, 감사합니다.",갤럭시,RTX 3060,Official,neutral,"빠른 배송 , 좋은 제품 , 감사합니다 . 빠른 배송 , 좋은 제품 , 감사합니다 .",positive,0.9999990463256836
갤럭시 GALAX 지포스 RTX 3060 V2 D6 12GB,5.0,빠른 배송 감사합니다. 설치 후 이상없이 작동하고 있습니다.,갤럭시,RTX 3060,Official,positive,빠른 배송 감사합니다 . 설치 후 이상 없이 작동 하고 있습니다 .,positive,0.9999890327453613
갤럭시 GALAX 지포스 RTX 3060 V2 D6 12GB,5.0,만족합니다 만족합니다,갤럭시,RTX 3060,Official,positive,만족합니다 만족합니다,positive,0.9999994039535522
갤럭시 GALAX 지포스 RTX 3060 V2 D6 12GB,5.0,빠른 배송 좋은 제품 빠른 배송 좋은 제품,갤럭시,RTX 3060,Official,positive,빠른 배송 좋은 제품 빠른 배송 좋은 제품,positive,0.9999909400939941
갤럭시 GALAX 지포스 RTX 3060 V2 D6 12GB,5.0,만족합니다. 감사합니다. 만족합니다. 감사합니다.,갤럭시,RTX 3060,Official,positive,만족합니다 . 감사합니다 . 만족합니다 . 감사합니다 .,positive,0.9999997615814209
갤럭시 GALAX 지포스 RTX 3060 V2 D6 12GB,5.0,가격대비 성능이 좋아요 가격대비 성능이 좋아요,갤럭시,RTX 3060,Official,positive,가격 대비 성능 이 좋아요 가격 대비 성능 이 좋아요,positive,0.9999996423721313
갤럭시 GALAX 지포스 RTX 3060 V2 D6 12GB,5.0,잘 작동됩니다. 덕분에 하프라이프 알릭스 잘합니다. 감... 잘 작동됩니다. 덕분에 하프라이프 알릭스 잘합니다. 감사합니다.,갤럭시,RTX 3060,Official,positive,잘 작동 됩니다 . 덕분 에 하프라이프 알릭스 잘 합니다 . 감 ... 잘 작동 됩니다 . 덕분 에 하프라이프 알릭스 잘 합니다 . 감사합니다 .,positive,0.9999997615814209
갤럭시 GALAX 지포스 RTX 3060 V2 D6 12GB,5.0,쿠폰으로 저렴하게 구매 잘 했습니다 쿠폰으로 저렴하게 구매 잘 했습니다,갤럭시,RTX 3060,Official,positive,쿠폰 으로 저렴하게 구매 잘 했습니다 쿠폰 으로 저렴하게 구매 잘 했습니다,positive,0.9999998807907104
갤럭시 GALAX 지포스 RTX 3060 V2 D6 12GB,4.0,좋아요. 상품도 안전하게 잘 받았고 동작도 잘 되네요.,갤럭시,RTX 3060,Official,neutral,좋아요 . 상품 도 안전하게 잘 받았고 동작 도 잘 되네요 .,positive,0.9999938011169434
갤럭시 GALAX 지포스 RTX 3060 V2 D6 12GB,5.0,좋아요 추천요 감사합니다. 잘 됩니다 . . . 좋아요 추천요 감사합니다. 잘 됩니다 . . .,갤럭시,RTX 3060,Official,positive,좋아요 추천 요 감사합니다 . 잘 됩니다 . . . 좋아요 추천 요 감사합니다 . 잘 됩니다 . . .,positive,0.9999996423721313
갤럭시 GALAX 지포스 RTX 3060 V2 D6 12GB,5.0,구매합니다 구매합니다,갤럭시,RTX 3060,Official,positive,구매 합니다 구매 합니다,positive,0.9999986886978149
갤럭시 GALAX 지포스 RTX 3060 V2 D6 12GB,5.0,구매합니다 구매합니다,갤럭시,RTX 3060,Official,positive,구매 합니다 구매 합니다,positive,0.9999986886978149
갤럭시 GALAX 지포스 RTX 3060 V2 D6 12GB,5.0,구매합니다 구매합니다,갤럭시,RTX 3060,Official,positive,구매 합니다 구매 합니다,positive,0.9999986886978149
갤럭시 GALAX 지포스 RTX 3060 V2 D6 12GB,5.0,구매합니다 구매합니다,갤럭시,RTX 3060,Official,positive,구매 합니다 구매 합니다,positive,0.9999986886978149
갤럭시 GALAX 지포스 RTX 3060 V2 D6 12GB,5.0,굿 뽁뽁이 겁나 감아지고 2차포장되서 옴,갤럭시,RTX 3060,Official,positive,굿 뽁뽁 이 겁나 감아지고 2 차 포장 되서 옴,positive,0.9999961853027344
갤럭시 GALAX 지포스 RTX 3060 V2 D6 12GB,5.0,잘 받았습니다. 잘 받았습니다.,갤럭시,RTX 3060,Official,positive,잘 받았습니다 . 잘 받았습니다 .,positive,0.9999994039535522
갤럭시 GALAX 지포스 RTX 3060 V2 D6 12GB,5.0,장착하기쉽고 좋으네요 장착하기쉽고 좋으네요,갤럭시,RTX 3060,Official,positive,장 착하기 쉽고 좋으네요 장 착하기 쉽고 좋으네요,positive,0.9999933242797852
갤럭시 GALAX 지포스 RTX 3060 V2 D6 12GB,5.0,갤럭시 GALAX 지포스 RTX 30 갤럭시 GALAX 지포스 RTX 3060 V2 D6 12GB 성능 가격 모두 만족합니다. 좋은 제품 잘쓰겠습니다.,갤럭시,RTX 3060,Official,positive,갤럭시 GALAX 지포스 RTX 30 갤럭시 GALAX 지포스 RTX 3060 V 2 D 6 12 GB 성능 가격 모두 만족합니다 . 좋은 제품 잘쓰겠습니다 .,positive,0.9999945163726807
갤럭시 GALAX 지포스 RTX 3060 V2 D6 12GB,5.0,최고예요 어제 오후에 주문했는데 다음날 오후에 배송완료. 완전 총알배송이네요. 제품 포장상태 및 내부까지 깔끔합니다. 감사합니다. 잘 쓸게요.,갤럭시,RTX 3060,Official,positive,최고 예요 어제 오후 에 주문 했는데 다음 날 오후 에 배송 완료 . 완전 총알 배송 이네 요 . 제품 포장 상태 및 내부 까지 깔끔합니다 . 감사합니다 . 잘 쓸게요 .,positive,0.9999991655349731
갤럭시 GALAX 지포스 RTX 3060 V2 D6 12GB,5.0,"여러사이트 비교하고 장바구니 담 여러사이트 비교하고 장바구니 담아두고 기다린게 어느덧 몇개월.. 그래픽카드 가격이 떨어지기만을 기다렸는데, 딜 가격 내리자마자 구매했어요.. 휴… 일단 베송 이틀만에 빠르게왔고, 제품 박스하나 찌그러진곳 없이 안전하게 깨끗하게 배송되어안심.. 모니터화소테스트시 정상 확인했어요.. 다행히 뽑기 잘 한듯 !! 구매하고 가격 바로 올라버리니 바로 구매하길 잘했다 싶네요!!",갤럭시,RTX 3060,Official,positive,"여러 사이트 비교 하고 장바구니 담 여러 사이트 비교 하고 장바구니 담아 두고 기다린게 어느덧 몇개 월 .. 그래픽카드 가격 이 떨어지 기만 을 기다렸는데 , 딜 가격 내리자마자 구매 했어요 .. 휴 … 일단 베송 이틀 만에 빠르게 왔고 , 제품 박스 하나 찌그러진 곳 없이 안전하게 깨끗하게 배송 되어 안심 .. 모니터 화 소 테스트 시 정상 확인 했어요 .. 다행히 뽑기 잘 한 듯 !! 구매 하고 가격 바로 올라 버리니 바로 구매 하길 잘 했다 싶네요 !!",positive,0.9999995231628418
갤럭시 GALAX 지포스 RTX 3060 V2 D6 12GB,5.0,롯카 할인으로 저렴하게 장만 롯카 할인으로 저렴하게 장만,갤럭시,RTX 3060,Official,positive,롯카 할인 으로 저렴하게 장만 롯카 할인 으로 저렴하게 장만,positive,0.9999997615814209
갤럭시 GALAX 지포스 RTX 3060 V2 D6 12GB,5.0,기대 반 걱정 반으로 기다리고 있 기대 반 걱정 반으로 기다리고 있었는데 잘 왔네요.,갤럭시,RTX 3060,Official,positive,기대 반 걱정 반 으로 기다리고 있 기대 반 걱정 반 으로 기다리고 있었는데 잘 왔네요 .,positive,0.9999995231628418
갤럭시 GALAX 지포스 RTX 3060 V2 D6 12GB,5.0,구매합니다 구매합니다,갤럭시,RTX 3060,Official,positive,구매 합니다 구매 합니다,positive,0.9999986886978149
갤럭시 GALAX 지포스 RTX 3060 V2 D6 12GB,5.0,구매합니다 구매합니다,갤럭시,RTX 3060,Official,positive,구매 합니다 구매 합니다,positive,0.9999986886978149
갤럭시 GALAX 지포스 RTX 3060 V2 D6 12GB,5.0,배송빠르고 성능 최고입니다 배송빠르고 성능 최고입니다,갤럭시,RTX 3060,Official,positive,배송 빠르고 성능 최고 입니다 배송 빠르고 성능 최고 입니다,positive,0.9999988079071045
갤럭시 GALAX 지포스 RTX 3060 V2 D6 12GB,5.0,좋아요 싸게 잘 샀습니다~ 추천해요,갤럭시,RTX 3060,Official,positive,좋아요 싸게 잘 샀습니다 ~ 추천 해요,positive,0.9999979734420776
갤럭시 GALAX 지포스 RTX 3060 V2 D6 12GB,5.0,평소보다 다소 값싸게 빅스마일 데이 이용하여 필요하던 비디오카드 구입 합니다. 아직까지는 가격대가 너무 비싼듯 합니다.빨리 가격이 내려 가야 할텐데..,갤럭시,RTX 3060,Official,positive,평소 보다 다소 값싸게 빅스 마일 데이 이용 하여 필요하던 비디오카드 구입 합니다 . 아직 까지는 가격 대가 너무 비싼듯 합니다 . 빨리 가격 이 내려 가야 할텐데 ..,positive,0.9999986886978149
갤럭시 GALAX 지포스 RTX 3060 V2 D6 12GB,5.0,죠습니다 굿굿 개조와요 죠습니다 굿굿 개조와요,갤럭시,RTX 3060,Official,positive,죠 습니 다 굿굿 개조 와 요 죠 습니 다 굿굿 개조 와 요,positive,0.9995174407958984
갤럭시 GALAX 지포스 RTX 3060 V2 D6 12GB,5.0,질좋고 튼튼한 제품 보내주셔서 감사합니다. 질좋고 튼튼한 제품 보내주셔서 감사합니다.,갤럭시,RTX 3060,Official,positive,질 좋고 튼튼한 제품 보내주셔서 감사합니다 . 질 좋고 튼튼한 제품 보내주셔서 감사합니다 .,positive,0.9999991655349731
갤럭시 GALAX 지포스 RTX 3060 V2 D6 12GB,5.0,질좋고 튼튼한 제품 보내주셔서 감사합니다. 질좋고 튼튼한 제품 보내주셔서 감사합니다.,갤럭시,RTX 3060,Official,positive,질 좋고 튼튼한 제품 보내주셔서 감사합니다 . 질 좋고 튼튼한 제품 보내주셔서 감사합니다 .,positive,0.9999991655349731
갤럭시 GALAX 지포스 RTX 3060 V2 D6 12GB,5.0,질좋고 튼튼한 제품 보내주셔서 감사합니다. 질좋고 튼튼한 제품 보내주셔서 감사합니다.,갤럭시,RTX 3060,Official,positive,질 좋고 튼튼한 제품 보내주셔서 감사합니다 . 질 좋고 튼튼한 제품 보내주셔서 감사합니다 .,positive,0.9999991655349731
갤럭시 GALAX 지포스 RTX 3060 V2 D6 12GB,5.0,"좋습니다. 배송빠르고 제품 봉인씰 확실하고, 좋네요 빠셍",갤럭시,RTX 3060,Official,positive,"좋습니다 . 배송 빠르고 제품 봉인 씰 확실하고 , 좋네요 빠셍",positive,0.9999957084655762
갤럭시 GALAX 지포스 RTX 3060 V2 D6 12GB,5.0,잘 받았습니다. 잘 받았습니다.,갤럭시,RTX 3060,Official,positive,잘 받았습니다 . 잘 받았습니다 .,positive,0.9999994039535522
갤럭시 GALAX 지포스 RTX 3060 V2 D6 12GB,5.0,상품에 만족합니다. 상품에 만족합니다.,갤럭시,RTX 3060,Official,positive,상품 에 만족합니다 . 상품 에 만족합니다 .,positive,0.999998927116394
갤럭시 GALAX 지포스 RTX 3060 V2 D6 12GB,5.0,최고예요 저렴하게 구매해서 아주 잘 쓰고 있습니다!,갤럭시,RTX 3060,Official,positive,최고 예요 저렴하게 구매 해서 아주 잘 쓰고 있습니다 !,positive,0.9999984502792358
갤럭시 GALAX 지포스 RTX 3060 V2 D6 12GB,4.0,포장이 완충재랑 같이 잘 돼서 안전 포장이 완충재랑 같이 잘 돼서 안전,갤럭시,RTX 3060,Official,neutral,포장 이 완충 재 랑 같이 잘 돼서 안전 포장 이 완충 재 랑 같이 잘 돼서 안전,positive,0.9683114290237427
갤럭시 GALAX 지포스 RTX 3060 V2 D6 12GB,5.0,최고예요 잘 도착했어요. 50만원대 구매 감사합니다.,갤럭시,RTX 3060,Official,positive,최고 예요 잘 도착 했어요 . 50만원 대 구매 감사합니다 .,positive,0.9999997615814209
갤럭시 GALAX 지포스 RTX 3060 V2 D6 12GB,5.0,최고예요 ㅈ아요 맛이서요.. 많이파세쇼..조아요,갤럭시,RTX 3060,Official,positive,최고 예요 ㅈ 아요 맛 이서 요 .. 많이 파세 쇼 .. 조아요,positive,0.9999995231628418
갤럭시 GALAX 지포스 RTX 3060 V2 D6 12GB,5.0,최상입니다 가격은 잇지만 사용하기 아주좋아요,갤럭시,RTX 3060,Official,positive,최상 입니다 가격 은 잇지만 사용 하기 아주 좋아요,positive,0.9999991655349731
갤럭시 GALAX 지포스 RTX 3060 V2 D6 12GB,4.0,갤럭시 지포스 RTX 3060 pc 조립 했어요 속도 빠르고 좋아요,갤럭시,RTX 3060,Official,neutral,갤럭시 지포스 RTX 3060 pc 조립 했어요 속도 빠르고 좋아요,positive,0.9999990463256836
갤럭시 GALAX 지포스 RTX 3060 V2 D6 12GB,5.0,"좋아요 배송이 빠르고, 상품 좋은놈으로 잘 왔네요.갤럭시 제품이라 성능은 좋을거 같네여",갤럭시,RTX 3060,Official,positive,"좋아요 배송 이 빠르고 , 상품 좋은 놈 으로 잘 왔네요 . 갤럭시 제품 이라 성능 은 좋을거 같네여",positive,0.999997615814209
갤럭시 GALAX 지포스 RTX 3060 V2 D6 12GB,5.0,배송 빠르고 좋네요~~~~~~~ 배송 빠르고 좋습니다만.. 요즘 그래픽카드 가격 정말 미쳤네요~~~~바로 사용해서 어쩔수 없이 구매는 했지만 비싸서 눈물이....비트코인 샵들 다 망했으면 합니다,갤럭시,RTX 3060,Official,positive,배송 빠르고 좋네요 ~~~~~~~ 배송 빠르고 좋습니다만 .. 요즘 그래픽카드 가격 정말 미쳤네요 ~~~~ 바로 사용 해서 어쩔 수 없이 구매 는 했지만 비싸서 눈물 이 .... 비트코인 샵 들 다 망했으면 합니다,positive,0.9999606609344482
갤럭시 GALAX 지포스 RTX 3060 V2 D6 12GB,5.0,아직도 비싸네요 아직도 비싸네요. 그냥 질러버렸습니다.,갤럭시,RTX 3060,Official,positive,아직도 비싸네요 아직도 비싸네요 . 그냥 질러 버렸습니다 .,positive,0.9999921321868896
갤럭시 GALAX 지포스 RTX 3060 V2 D6 12GB,5.0,좋아요~~! 최고입니다. 좋아요~~! 최고입니다.,갤럭시,RTX 3060,Official,positive,좋아요 ~~! 최고 입니다 . 좋아요 ~~! 최고 입니다 .,positive,0.9999970197677612
갤럭시 GALAX 지포스 RTX 3060 V2 D6 12GB,5.0,배송 빠르고 아주 좋아요~ 배송 빠르고 아주 좋아요~,갤럭시,RTX 3060,Official,positive,배송 빠르고 아주 좋아요 ~ 배송 빠르고 아주 좋아요 ~,positive,0.9999998807907104
GIGABYTE 지포스 RTX 3060 WINDFORCE OC D6 12GB 피씨디렉트,5.0,최고예요 확인이 늦었네요 잘 됩니다,GIGABYTE,RTX 3060,Official,positive,최고 예요 확인 이 늦었네요 잘 됩니다,positive,0.9999991655349731
GIGABYTE 지포스 RTX 3060 WINDFORCE OC D6 12GB 피씨디렉트,5.0,잘쓰겠습니다 감사합니다 잘쓰겠습니다 감사합니다,GIGABYTE,RTX 3060,Official,positive,잘쓰겠습니다 감사합니다 잘쓰겠습니다 감사합니다,positive,0.9999996423721313
GIGABYTE 지포스 RTX 3060 WINDFORCE OC D6 12GB 피씨디렉트,5.0,잘 받아보았습니다! 수고하세요 잘 받아보았습니다! 수고하세요,GIGABYTE,RTX 3060,Official,positive,잘 받아 보았습니다 ! 수고 하세요 잘 받아 보았습니다 ! 수고 하세요,positive,0.9999991655349731
GIGABYTE 지포스 RTX 3060 WINDFORCE OC D6 12GB 피씨디렉트,5.0,더 기다릴 수 없어 이 정도 가격에 그냥 합의보고 구매했어요그나마 싸게 구입한 거 같아 다행,GIGABYTE,RTX 3060,Official,positive,더 기다릴 수 없어 이 정도 가격 에 그냥 합의 보고 구매 했어요 그나마 싸게 구입 한 거 같아 다행,positive,0.9999992847442627
GIGABYTE 지포스 RTX 3060 WINDFORCE OC D6 12GB 피씨디렉트,5.0,배송빠르고 품질 확실합니다 믿을만한 기가바이트 메인보드 구매했어요... 제품 확실하고 믿을만 합니다,GIGABYTE,RTX 3060,Official,positive,배송 빠르고 품질 확실합니다 믿을만한 기가바이트 메인보드 구매 했어요 ... 제품 확실하고 믿을만 합니다,positive,0.9999963045120239
GIGABYTE 지포스 RTX 3060 WINDFORCE OC D6 12GB 피씨디렉트,5.0,최고예요 최근에 구입한 제품중에 가장좋은 제품을 구입했습니다.,GIGABYTE,RTX 3060,Official,positive,최고 예요 최근 에 구입 한 제품 중 에 가장 좋은 제품 을 구입 했습니다 .,positive,0.9999990463256836
GIGABYTE 지포스 RTX 3060 WINDFORCE OC D6 12GB 피씨디렉트,4.0,팬이 쉬다가 다시 돌때 드르륵 소 팬이 쉬다가 다시 돌때 드르륵 소리가납니다,GIGABYTE,RTX 3060,Official,neutral,팬 이 쉬다가 다시 돌때 드르륵 소 팬 이 쉬다가 다시 돌때 드르륵 소리 가 납니다,positive,0.9995386600494385
GIGABYTE 지포스 RTX 3060 WINDFORCE OC D6 12GB 피씨디렉트,5.0,GOOD GOOD,GIGABYTE,RTX 3060,Official,positive,GOOD GOOD,positive,0.9999912977218628
